23027,    1
23116,    2
23124,    1
23262,    1
23270,    1
23281,    1
23286,    1
23374,    1
23514,    1
23530,    1
23535,    1
23773,    2
23776,    1
23794,    2
23798,    1
23886,    1
24028,    1
24292,    1
24299,    2
24302,    1
24312,    1
24555,    2
24801,    1
24813,    1
25325,    1
25330,    1
25333,    1
25335,    1
25835,    1
27148,    1
30484,    1
30590,    1
31094,    1
31253,    1
31506,    1
31761,    1
31864,    1
31871,    2
32020,    1
32105,    1
32139,    1
32376,    1
32381,    2
32630,    1
32637,    2
32642,    1
32779,    1
32870,    1
32873,    1
33134,    1
33401,    1
33412,    1
33545,    1
33670,    1
33799,    1
33918,    1
34178,    1
34183,    1
34193,    1
34289,    1
34291,    1
34410,    1
34433,    2
34549,    1
34580,    1
34673,    1
34676,    1
34688,    3
34694,    1
34696,    2
34705,    1
34804,    1
34920,    1
34938,    1
34949,    1
34952,    2
34959,    1
35207,    1
35441,    2
35449,    2
35466,    1
35469,    1
35695,    1
35697,    2
35705,    3
35956,    1
36203,    1
36209,    1
36218,    1
36232,    1
36463,    1
36475,    1
36631,    3
36724,    1
36735,    1
36738,    1
36843,    1
36887,    2
36982,    1
36988,    1
37068,    1
37136,    1
37142,    1
37237,    1
37244,    2
37259,    1
37323,    2
37356,    1
37396,    1
37400,    1
37500,    2
37505,    2
37508,    1
37637,    1
37640,    1
37835,    1
37866,    1
37868,    1
37910,    1
37919,    1
37931,    1
38168,    1
38276,    1
38427,    1
38435,    2
38528,    1
38677,    1
38683,    2
38777,    2
38786,    1
38916,    1
38939,    2
38945,    3
38954,    1
38963,    1
39020,    1
39031,    2
39202,    2
39206,    1
39215,    1
39287,    2
39436,    1
39535,    1
39538,    1
39549,    1
39553,    1
39691,    2
39699,    2
39706,    1
39785,    1
39806,    1
39947,    2
39955,    2
39962,    1
39975,    1
40046,    1
40062,    1
40211,    2
40216,    1
40228,    1
40303,    1
40317,    1
40320,    1
40348,    1
40470,    1
40486,    2
40573,    2
40576,    1
40704,    1
40712,    1
40741,    3
40829,    2
40973,    1
40992,    1
41076,    1
41081,    1
41111,    1
41221,    1
41231,    1
41234,    1
41237,    1
41479,    1
41488,    1
41491,    1
41494,    2
41498,    1
41502,    2
41505,    1
41622,    1
41624,    1
41716,    1
41729,    1
41750,    2
41758,    2
41883,    1
42000,    2
42003,    1
42010,    1
42110,    1
42117,    1
42161,    1
42248,    1
42256,    2
42272,    1
42360,    2
42374,    1
42419,    1
42502,    2
42526,    2
42531,    1
42605,    1
42616,    2
42632,    1
42754,    1
42780,    1
42787,    1
42789,    2
42925,    1
42931,    1
43039,    1
43041,    1
43044,    3
43116,    1
43185,    1
43258,    1
43287,    3
43300,    2
43446,    1
43532,    1
43711,    1
43789,    1
43811,    2
43893,    1
43951,    1
44037,    1
44074,    1
44197,    1
44220,    1
44291,    1
44302,    1
44318,    1
44466,    1
44469,    2
44552,    1
44562,    1
44576,    1
44725,    2
44981,    2
44987,    1
44991,    1
45049,    1
45071,    1
45083,    1
45194,    1
45196,    1
45231,    1
45241,    1
45249,    1
45337,    1
45451,    1
45489,    1
45502,    1
45764,    1
45997,    1
46244,    1
46305,    1
46509,    1
46531,    1
46777,    2
47021,    1
47029,    1
47033,    2
47040,    2
47287,    1
47296,    2
47528,    1
47544,    1
47785,    2
47793,    2
48032,    1
48036,    1
48041,    2
48049,    2
48063,    1
48322,    1
48327,    1
48558,    2
48567,    1
48587,    1
49061,    1
49082,    1
49089,    1
49334,    1
49340,    2
49570,    1
49580,    1
49588,    2
49844,    2
49848,    1
50081,    1
51105,    1
51129,    1
51375,    2
51626,    1
51631,    2
51643,    1
51876,    1
52132,    1
52140,    1
52150,    1
52154,    1
52647,    1
52906,    1
52917,    2
52921,    1
53171,    1
53173,    2
53179,    1
53416,    1
53424,    1
53434,    1
54457,    1
54460,    1
54717,    1
54959,    1
57504,    1
57506,    2
58016,    1
58030,    1
58032,    1
58292,    1
58541,    1
62166,    1
62169,    1
62425,    1
62678,    1
65616,    5
65626,    5
65684,   12
Number of ones:   679
