44197,  123
44220,   23
44291,   71
44302,   11
44318,   16
44466,  148
44469,    3
44470,    1
44552,   82
44562,   10
44576,   14
44725,  149
44726,    1
44981,  255
44982,    1
44987,    5
44991,    4
45049,   58
45071,   22
45083,   12
45194,  111
45196,    2
45231,   35
45241,   10
45249,    8
45337,   88
45451,  114
45489,   38
45502,   13
45764,  262
45997,  233
46244,  247
46305,   61
46509,  204
46531,   22
46777,  246
46778,    1
47021,  243
47029,    8
47033,    4
47034,    1
47040,    6
47041,    1
47287,  246
47296,    9
47297,    1
47528,  231
47544,   16
47785,  241
47786,    1
47793,    7
47794,    1
48032,  238
48036,    4
48041,    5
48042,    1
48049,    7
48050,    1
48063,   13
48322,  259
48327,    5
48558,  231
48559,    1
48567,    8
48587,   20
49061,  474
49082,   21
49089,    7
49334,  245
49340,    6
49341,    1
49570,  229
49580,   10
49588,    8
49589,    1
49844,  255
49845,    1
49848,    3
50081,  233
51105, 1024
51129,   24
51375,  246
51376,    1
51626,  250
51631,    5
51632,    1
51643,   11
51876,  233
52132,  256
52140,    8
52150,   10
52154,    4
52647,  493
52906,  259
52917,   11
52918,    1
52921,    3
53171,  250
53173,    2
53174,    1
53179,    5
53416,  237
53424,    8
53434,   10
54457, 1023
54460,    3
54717,  257
54959,  242
57504, 2545
57506,    2
57507,    1
58016,  509
58030,   14
58032,    2
58292,  260
58541,  249
62166, 3625
62169,    3
62425,  256
62678,  253
65616, 2938
65617,    1
65618,    1
65619,    1
65620,    1
65626,    6
65627,    1
65628,    1
65629,    1
65630,    1
65684,   54
65685,    1
65686,    1
65687,    1
65688,    1
65689,    1
65690,    1
65691,    1
65692,    1
65693,    1
65694,    1
65695,    1
Number of ones:   679
