    0,    1
    1,    1
    2,    1
    3,    1
    4,    1
    5,    1
    6,    1
    7,    1
    8,    1
    9,    1
   10,    1
   11,    1
   12,    1
   13,    1
   14,    1
   15,    1
   21,    6
   22,    1
   24,    2
   27,    3
   34,    7
   36,    2
   41,    5
   47,    6
   49,    2
   53,    4
   56,    3
   60,    4
   65,    5
   69,    4
   72,    3
   76,    4
 2473, 2397
 3123,  650
 3377,  254
 3452,   75
 3703,  251
 3705,    2
 3863,  158
 4007,  144
 4146,  139
 4148,    2
 4216,   68
 4260,   44
 4261,    1
 4886,  625
 5144,  258
 5151,    7
 5398,  247
 5666,  268
 6950, 1284
 6952,    2
 7974, 1022
 8091,  117
 9109, 1018
 9116,    7
 9629,  513
10385,  756
10386,    1
10641,  255
10642,    1
10649,    7
10653,    4
10799,  146
10894,   95
11057,  163
11166,  109
11313,  147
11904,  591
11920,   16
11931,   11
12080,  149
12175,   95
12336,  161
12430,   94
12437,    7
12438,    1
12671,  233
12678,    7
12693,   15
12694,    1
12700,    6
12701,    1
12851,  150
12936,   85
12956,   20
12957,    1
12959,    2
13019,   60
13103,   84
13275,  172
13358,   83
13445,   87
13446,    1
13453,    7
13454,    1
13463,    9
13531,   68
13701,  170
13702,    1
13709,    7
13710,    1
13713,    3
13790,   77
14042,  252
14215,  173
14219,    4
14239,   20
14240,    1
14444,  204
14468,   24
14485,   17
14701,  216
14702,    1
14746,   44
14747,    1
14956,  209
14984,   28
15248,  264
15249,    1
15260,   11
15295,   35
15493,  198
15504,   11
15505,    1
15507,    2
15756,  249
15857,  101
16008,  151
16015,    7
16034,   19
16101,   67
16107,    6
16108,    1
16263,  155
16277,   14
16363,   86
16364,    1
16537,  173
16667,  130
16773,  106
16869,   96
16875,    6
16891,   16
17031,  140
17035,    4
17036,    1
17283,  247
17291,    8
17292,    1
17299,    7
17344,   45
17399,   55
17402,    3
17535,  133
17554,   19
17599,   45
17601,    2
17646,   45
17657,   11
17855,  198
17900,   45
17903,    3
17948,   45
18159,  211
18160,    1
18205,   45
18403,  198
18413,   10
18415,    2
18416,    1
18422,    6
18423,    1
18429,    6
18461,   32
18558,   97
18569,   11
18572,    3
18579,    7
18586,    7
18654,   68
18678,   24
18679,    1
18835,  156
18840,    5
18940,  100
19159,  219
19163,    4
19167,    4
19168,    1
19175,    7
19176,    1
19177,    1
19354,  177
19423,   69
19424,    1
19431,    7
19432,    1
19456,   24
19689,  233
19697,    8
19709,   12
19961,  252
20118,  157
20204,   86
20375,  171
20425,   50
20442,   17
20461,   19
20468,    7
20708,  240
20713,    5
20886,  173
20887,    1
20935,   48
20970,   35
20971,    1
21083,  112
21213,  130
21226,   13
21227,    1
21446,  219
21447,    1
21732,  285
21740,    8
21851,  111
22005,  154
22012,    7
22205,  193
22207,    2
22463,  256
22502,   39
22625,  123
22719,   94
22756,   37
22757,    1
22758,    1
22774,   16
23013,  239
23014,    1
23027,   13
23116,   89
23117,    1
23124,    7
23262,  138
23270,    8
23281,   11
23286,    5
23374,   88
23514,  140
23530,   16
23535,    5
23773,  238
23774,    1
23776,    2
23794,   18
23795,    1
23798,    3
23886,   88
24028,  142
24292,  264
24299,    7
24300,    1
24302,    2
24312,   10
24555,  243
24556,    1
24801,  245
24813,   12
25325,  512
25330,    5
25333,    3
25335,    2
25835,  500
27148, 1313
30484, 3336
30590,  106
31094,  504
31253,  159
31506,  253
31761,  255
31864,  103
31871,    7
31872,    1
32020,  148
32105,   85
32139,   34
32376,  237
32381,    5
32382,    1
32630,  248
32637,    7
32638,    1
32642,    4
32779,  137
32870,   91
32873,    3
33134,  261
33401,  267
33412,   11
33545,  133
33670,  125
33799,  129
33918,  119
34178,  260
34183,    5
34193,   10
34289,   96
34291,    2
34410,  119
34433,   23
34434,    1
34549,  115
34580,   31
34673,   93
34676,    3
34688,   12
34689,    1
34690,    1
34694,    4
34696,    2
34697,    1
34705,    8
34804,   99
34920,  116
34938,   18
34949,   11
34952,    3
34953,    1
34959,    6
35207,  248
35441,  234
35442,    1
35449,    7
35450,    1
35466,   16
35469,    3
35695,  226
35697,    2
35698,    1
35705,    7
35706,    1
35707,    1
35956,  249
36203,  247
36209,    6
36218,    9
36232,   14
36463,  231
36475,   12
36631,  156
36632,    1
36633,    1
36724,   91
36735,   11
36738,    3
36843,  105
36887,   44
36888,    1
36982,   94
36988,    6
37068,   80
37136,   68
37142,    6
37237,   95
37244,    7
37245,    1
37259,   14
37323,   64
37324,    1
37356,   32
37396,   40
37400,    4
37500,  100
37501,    1
37505,    4
37506,    1
37508,    2
37637,  129
37640,    3
37835,  195
37866,   31
37868,    2
37910,   42
37919,    9
37931,   12
38168,  237
38276,  108
38427,  151
38435,    8
38436,    1
38528,   92
38677,  149
38683,    6
38684,    1
38777,   93
38778,    1
38786,    8
38916,  130
38939,   23
38940,    1
38945,    5
38946,    1
38947,    1
38954,    7
38963,    9
39020,   57
39031,   11
39032,    1
39202,  170
39203,    1
39206,    3
39215,    9
39287,   72
39288,    1
39436,  148
39535,   99
39538,    3
39549,   11
39553,    4
39691,  138
39692,    1
39699,    7
39700,    1
39706,    6
39785,   79
39806,   21
39947,  141
39948,    1
39955,    7
39956,    1
39962,    6
39975,   13
40046,   71
40062,   16
40211,  149
40212,    1
40216,    4
40228,   12
40303,   75
40317,   14
40320,    3
40348,   28
40470,  122
40486,   16
40487,    1
40573,   86
40574,    1
40576,    2
40704,  128
40712,    8
40741,   29
40742,    1
40743,    1
40829,   86
40830,    1
40973,  143
40992,   19
41076,   84
41081,    5
41111,   30
41221,  110
41231,   10
41234,    3
41237,    3
41479,  242
41488,    9
41491,    3
41494,    3
41495,    1
41498,    3
41502,    4
41503,    1
41505,    2
41622,  117
41624,    2
41716,   92
41729,   13
41750,   21
41751,    1
41758,    7
41759,    1
41883,  124
42000,  117
42001,    1
42003,    2
42010,    7
42110,  100
42117,    7
42161,   44
42248,   87
42256,    8
42257,    1
42272,   15
42360,   88
42361,    1
42374,   13
42419,   45
42502,   83
42503,    1
42526,   23
42527,    1
42531,    4
42605,   74
42616,   11
42617,    1
42632,   15
42754,  122
42780,   26
42787,    7
42789,    2
42790,    1
42925,  135
42931,    6
43039,  108
43041,    2
43044,    3
43045,    1
43046,    1
43116,   70
43185,   69
43258,   73
43287,   29
43288,    1
43289,    1
43300,   11
43301,    1
43446,  145
43532,   86
43711,  179
43789,   78
43811,   22
43812,    1
43893,   81
43951,   58
44037,   86
44074,   37
